                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    161,                0.41132,                0.24402,                0.84413,                0.99363,                0.99514,                0.99289,                0.82688,                0.55763,                 0.2701,                0.82895,             0.00042905,             0.00042905,             0.00042905
                    162,                0.40966,                0.24191,                0.83818,                0.99599,                 0.9927,                0.99443,                0.82634,                0.55106,                0.26431,                0.83039,             0.00042605,             0.00042605,             0.00042605
                    163,                0.40422,                 0.2419,                0.83911,                0.99114,                0.99034,                0.99366,                0.82904,                0.54867,                0.26787,                0.82665,             0.00042305,             0.00042305,             0.00042305
                    164,                0.40854,                0.24276,                 0.8402,                0.99486,                0.99104,                0.99423,                0.82996,                 0.5528,                 0.2741,                0.83193,             0.00042005,             0.00042005,             0.00042005
                    165,                0.40974,                0.24408,                0.83518,                 0.9951,                0.99104,                0.99429,                0.82609,                0.56697,                0.27026,                 0.8388,             0.00041705,             0.00041705,             0.00041705
                    166,                0.41879,                 0.2467,                0.84231,                0.99408,                0.99333,                0.99437,                0.82393,                0.57098,                0.26817,                0.83546,             0.00041405,             0.00041405,             0.00041405
                    167,                0.40492,                0.23929,                0.83428,                0.99516,                0.99298,                0.99287,                0.83232,                0.54975,                0.26857,                0.81586,             0.00041105,             0.00041105,             0.00041105
                    168,                 0.4004,                0.24053,                0.83689,                0.99324,                0.99104,                0.99261,                0.82878,                0.54684,                0.26357,                0.81085,             0.00040805,             0.00040805,             0.00040805
                    169,                0.40823,                0.23832,                0.84317,                0.99189,                0.99193,                 0.9926,                0.83287,                0.54921,                0.26476,                0.81179,             0.00040505,             0.00040505,             0.00040505
                    170,                0.40794,                 0.2409,                0.84489,                0.99316,                0.99152,                0.99306,                0.83012,                 0.5514,                0.26647,                0.81712,             0.00040205,             0.00040205,             0.00040205
                    171,                0.39624,                0.23944,                0.83963,                0.99274,                0.99104,                0.99269,                0.83084,                0.56168,                0.27133,                0.81798,             0.00039905,             0.00039905,             0.00039905
                    172,                0.40356,                0.23853,                0.83821,                0.99505,                0.99244,                0.99242,                0.82017,                0.57309,                0.27705,                0.81901,             0.00039605,             0.00039605,             0.00039605
                    173,                0.40637,                0.23883,                0.84011,                0.99318,                0.99104,                0.99238,                0.82509,                0.55549,                0.27215,                0.81324,             0.00039305,             0.00039305,             0.00039305
                    174,                0.40326,                0.24142,                0.83655,                0.99177,                0.99104,                0.99252,                0.82406,                 0.5622,                0.27497,                0.81555,             0.00039005,             0.00039005,             0.00039005
                    175,                0.39996,                0.23874,                0.83677,                0.99227,                0.99104,                0.99265,                0.82127,                0.56653,                0.27332,                0.81538,             0.00038705,             0.00038705,             0.00038705
                    176,                0.40129,                0.23604,                  0.837,                0.99397,                0.99185,                 0.9926,                0.82856,                0.54594,                0.26104,                0.81614,             0.00038405,             0.00038405,             0.00038405
                    177,                0.40249,                0.23821,                0.83612,                0.99506,                0.99328,                0.99357,                0.82959,                0.55573,                0.25996,                  0.816,             0.00038105,             0.00038105,             0.00038105
                    178,                0.40871,                0.23724,                0.84272,                0.99165,                0.99016,                0.99162,                0.82618,                0.55378,                0.26301,                0.81934,             0.00037805,             0.00037805,             0.00037805
                    179,                0.40747,                0.23646,                0.83873,                0.99283,                0.99561,                 0.9939,                0.82862,                0.55509,                0.26509,                0.81848,             0.00037505,             0.00037505,             0.00037505
                    180,                0.40461,                 0.2383,                0.83779,                0.99464,                0.99104,                0.99269,                0.82678,                0.55712,                 0.2757,                0.81546,             0.00037205,             0.00037205,             0.00037205
                    181,                0.40581,                 0.2372,                0.83905,                0.99259,                0.99333,                0.99429,                0.83058,                0.55253,                0.26392,                0.81452,             0.00036905,             0.00036905,             0.00036905
                    182,                0.39854,                0.23313,                0.83966,                0.99204,                 0.9936,                0.99432,                0.82375,                0.56533,                0.26109,                0.82097,             0.00036605,             0.00036605,             0.00036605
                    183,                0.40016,                0.23366,                0.83686,                0.99492,                0.99333,                 0.9943,                0.82029,                0.56581,                0.26431,                0.82619,             0.00036305,             0.00036305,             0.00036305
                    184,                0.39469,                0.23259,                0.83433,                0.99246,                0.99386,                0.99421,                0.82597,                0.56859,                0.26784,                 0.8331,             0.00036005,             0.00036005,             0.00036005
                    185,                0.39057,                0.23261,                0.83948,                0.99548,                0.99275,                0.99438,                0.83115,                0.55327,                0.26304,                0.83241,             0.00035706,             0.00035706,             0.00035706
                    186,                0.39537,                0.23249,                0.83224,                0.99617,                0.99333,                0.99444,                0.83037,                0.55769,                0.26079,                0.83287,             0.00035406,             0.00035406,             0.00035406
                    187,                0.39187,                0.23011,                 0.8409,                0.99713,                0.99217,                0.99438,                0.82715,                0.56551,                0.26456,                0.83624,             0.00035106,             0.00035106,             0.00035106
                    188,                 0.3914,                0.22661,                0.83846,                0.99401,                0.99104,                0.99228,                0.82698,                0.55707,                 0.2552,                0.83446,             0.00034806,             0.00034806,             0.00034806
                    189,                0.40118,                0.23196,                0.83772,                0.99689,                0.99333,                0.99437,                0.83051,                0.54798,                0.25351,                 0.8304,             0.00034506,             0.00034506,             0.00034506
                    190,                0.40042,                0.23753,                0.83128,                0.99555,                0.99333,                0.99432,                0.82809,                0.55995,                0.25984,                0.83285,             0.00034206,             0.00034206,             0.00034206
                    191,                0.38891,                0.22725,                0.83479,                0.99536,                0.99333,                 0.9944,                0.82659,                0.56095,                0.26231,                0.83334,             0.00033906,             0.00033906,             0.00033906
                    192,                0.39219,                0.22619,                0.83425,                0.99496,                0.99333,                0.99437,                 0.8284,                0.55617,                0.25199,                0.83463,             0.00033606,             0.00033606,             0.00033606
                    193,                0.39398,                0.22745,                0.83862,                 0.9971,                0.99333,                0.99429,                0.82712,                  0.559,                 0.2536,                0.83534,             0.00033306,             0.00033306,             0.00033306
                    194,                0.38877,                0.22442,                0.83765,                0.99543,                0.99333,                0.99422,                0.82715,                0.55758,                0.25851,                0.83553,             0.00033006,             0.00033006,             0.00033006
                    195,                0.37891,                0.22356,                0.83921,                0.99522,                0.99333,                0.99435,                0.82767,                0.56123,                0.25163,                0.83579,             0.00032706,             0.00032706,             0.00032706
                    196,                0.38423,                 0.2259,                0.83398,                0.99233,                0.99104,                0.99119,                0.82757,                0.55824,                0.25863,                0.83247,             0.00032406,             0.00032406,             0.00032406
                    197,                0.37997,                0.22269,                0.83795,                0.99549,                0.99333,                0.99446,                0.82675,                0.55193,                0.26129,                0.82868,             0.00032106,             0.00032106,             0.00032106
                    198,                0.38618,                0.22712,                0.83901,                0.99583,                0.99275,                0.99278,                0.82376,                0.55902,                 0.2563,                0.83635,             0.00031806,             0.00031806,             0.00031806
                    199,                0.38933,                0.23023,                0.83692,                0.99538,                0.99323,                0.99429,                0.82554,                0.55577,                0.25852,                0.83283,             0.00031506,             0.00031506,             0.00031506
                    200,                0.39535,                0.23372,                0.83167,                0.99354,                0.99135,                0.99161,                0.81915,                0.56165,                0.26335,                0.83669,             0.00031206,             0.00031206,             0.00031206
                    201,                0.39081,                0.23219,                0.83229,                0.99189,                0.99104,                 0.9916,                0.83214,                0.55065,                0.25598,                0.83087,             0.00030906,             0.00030906,             0.00030906
                    202,                0.37957,                0.22547,                0.83154,                0.99121,                0.99104,                0.99025,                0.83037,                0.55638,                0.25858,                0.83292,             0.00030606,             0.00030606,             0.00030606
                    203,                 0.3864,                0.22224,                0.83297,                  0.993,                0.99222,                0.99304,                0.82875,                0.55974,                0.26189,                0.84252,             0.00030306,             0.00030306,             0.00030306
                    204,                0.38334,                0.22729,                 0.8376,                0.99304,                0.99104,                0.99151,                0.83105,                0.55945,                 0.2582,                0.82875,             0.00030006,             0.00030006,             0.00030006
                    205,                0.38535,                0.22766,                0.82987,                0.99513,                0.99062,                0.99101,                0.82794,                0.55466,                0.26178,                0.83188,             0.00029706,             0.00029706,             0.00029706
                    206,                0.38624,                0.22566,                0.82725,                0.99287,                0.99333,                0.99156,                0.82384,                0.57021,                0.25521,                0.82923,             0.00029406,             0.00029406,             0.00029406
                    207,                 0.3798,                0.22348,                0.83471,                0.99228,                0.99333,                0.99099,                0.82897,                0.56433,                0.25316,                0.83207,             0.00029106,             0.00029106,             0.00029106
                    208,                0.38483,                0.22197,                0.83605,                0.99557,                0.99561,                 0.9943,                0.83102,                0.55257,                0.25397,                0.83207,             0.00028806,             0.00028806,             0.00028806
                    209,                0.38243,                0.22262,                0.83347,                0.99568,                0.99561,                0.99446,                 0.8288,                0.55464,                0.25374,                0.83061,             0.00028506,             0.00028506,             0.00028506
                    210,                0.38034,                0.22128,                0.83195,                0.99429,                0.99381,                0.99417,                0.82161,                0.56432,                0.25485,                 0.8298,             0.00028206,             0.00028206,             0.00028206
                    211,                0.38047,                0.22228,                0.83006,                0.99635,                0.99282,                0.99426,                 0.8287,                0.54848,                0.24987,                0.82672,             0.00027906,             0.00027906,             0.00027906
                    212,                0.38628,                0.22448,                0.83399,                0.99399,                 0.9919,                0.99249,                0.83001,                0.55043,                0.26418,                0.83169,             0.00027606,             0.00027606,             0.00027606
                    213,                0.37873,                0.22075,                0.83349,                0.99328,                0.99289,                0.99244,                0.82588,                0.56063,                0.26877,                0.83238,             0.00027306,             0.00027306,             0.00027306
                    214,                0.39231,                 0.2322,                0.83145,                0.99404,                0.99333,                0.99378,                0.82563,                0.55887,                0.26055,                0.83225,             0.00027006,             0.00027006,             0.00027006
                    215,                0.38227,                0.22509,                0.83942,                0.99473,                0.99333,                0.99435,                 0.8348,                0.55275,                0.25007,                0.82922,             0.00026706,             0.00026706,             0.00026706
                    216,                0.37765,                0.22468,                0.83689,                0.99585,                0.99263,                0.99395,                0.82834,                0.54846,                0.25706,                0.82734,             0.00026406,             0.00026406,             0.00026406
